bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1744767,2035,HB654,1,Introduced,2023-03-21,"In dispositions independent of letters, family exemption, probate of wills and grant of letters, providing for small estate primary residence affidavit and establishing the Small Estate Primary Residence Affidavit Pilot Program.","An Act amending Title 20 (Decedents, Estates and Fiduciaries) of the Pennsylvania Consolidated Statutes, in dispositions independent of letters, family exemption, probate of wills and grant of letters, providing for small estate primary residence affidavit and establishing the Small Estate Primary Residence Affidavit Pilot Program.",53,"House Judiciary",2023-03-21,"Referred to JUDICIARY",https://legiscan.com/PA/bill/HB654/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=654
1744748,2035,HB655,1,Introduced,2023-03-21,"In pupils and attendance, further providing for definition of children with exceptionalities, reports and examination.","An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in pupils and attendance, further providing for definition of children with exceptionalities, reports and examination.",44,"House Education",2023-03-21,"Referred to EDUCATION",https://legiscan.com/PA/bill/HB655/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=655
1744773,2035,HB656,1,Introduced,2023-03-21,"A Joint Resolution proposing an amendment to the Constitution of the Commonwealth of Pennsylvania, further providing for exemptions and special provisions relating to taxation.","A Joint Resolution proposing an amendment to the Constitution of the Commonwealth of Pennsylvania, further providing for exemptions and special provisions relating to taxation.",47,"House Finance",2023-03-21,"Referred to FINANCE",https://legiscan.com/PA/bill/HB656/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=656
1744782,2035,HB657,2,Engrossed,2024-04-08,"Providing for transparency in realty agreements; prohibiting unfair real estate service agreements; and imposing penalties.","An Act providing for transparency in realty agreements; prohibiting unfair real estate service agreements; and imposing penalties.",66,"Senate Appropriations",2024-06-26,"Re-referred to APPROPRIATIONS",https://legiscan.com/PA/bill/HB657/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=657
1744797,2035,HB658,1,Introduced,2023-03-21,"Authorizing the State Workers' Insurance Board to make available health insurance policies for purchase by the general public; providing for premiums; and authorizing a loan from the State Workers' Insurance Fund.","An Act authorizing the State Workers' Insurance Board to make available health insurance policies for purchase by the general public; providing for premiums; and authorizing a loan from the State Workers' Insurance Fund.",51,"House Insurance",2023-03-21,"Referred to INSURANCE",https://legiscan.com/PA/bill/HB658/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=658
1744872,2035,HB659,1,Introduced,2023-03-21,"In school finances, further providing for distress in school districts of the first class; in grounds and buildings, further providing for public hearing prior to closing school; and, in pupils and attendance, providing for conditions for closing schools.","An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in school finances, further providing for distress in school districts of the first class; in grounds and buildings, further providing for public hearing prior to closing school; and, in pupils and attendance, providing for conditions for closing schools.",44,"House Education",2023-03-21,"Referred to EDUCATION",https://legiscan.com/PA/bill/HB659/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=659
1744940,2035,HB660,4,Passed,2024-06-10,"In regulation of insurers and related persons generally, providing for pet insurance; and imposing penalties.","An Act amending Title 40 (Insurance) of the Pennsylvania Consolidated Statutes, in regulation of insurers and related persons generally, providing for pet insurance; and imposing penalties.",0,,2024-06-10,"Act No. 19 of 2024",https://legiscan.com/PA/bill/HB660/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=660
1744807,2035,HB661,1,Introduced,2023-03-21,"In public assistance, providing for intellectual disability and autism fee schedule rates.","An Act amending the act of June 13, 1967 (P.L.31, No.21), known as the Human Services Code, in public assistance, providing for intellectual disability and autism fee schedule rates.",1791,"House Human Services",2023-03-21,"Referred to HUMAN SERVICES",https://legiscan.com/PA/bill/HB661/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=661
1744730,2035,HB662,1,Introduced,2023-03-21,"Providing for comprehensive school counseling services.","An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, providing for comprehensive school counseling services.",44,"House Education",2023-03-21,"Referred to EDUCATION",https://legiscan.com/PA/bill/HB662/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=662
1744904,2035,HB663,4,Passed,2024-07-17,"In pupils and attendance, further providing for residence and right to free school privileges.","An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in pupils and attendance, further providing for residence and right to free school privileges.",0,,2024-07-17,"Act No. 67 of 2024",https://legiscan.com/PA/bill/HB663/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=663
1745589,2035,HB664,2,Engrossed,2023-06-12,"Establishing the Women, Infants and Children State Advisory Board.","An Act establishing the Women, Infants and Children State Advisory Board.",3551,"Senate Health & Human Services",2023-06-19,"Referred to HEALTH AND HUMAN SERVICES",https://legiscan.com/PA/bill/HB664/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=664
1745821,2035,HB665,2,Engrossed,2023-06-22,"Further providing for program operation.","An Act amending the act of July 10, 1986 (P.L.1396, No.121), known as the Women's, Infants' and Children's Nutrition Improvement Act, further providing for program operation.",3551,"Senate Health & Human Services",2023-06-30,"Referred to HEALTH AND HUMAN SERVICES",https://legiscan.com/PA/bill/HB665/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=665
1745764,2035,HB666,4,Passed,2023-12-14,"Further providing for organization of an authority.","An Act amending the act of May 28, 1937 (P.L.955, No.265), referred to as the Housing Authorities Law, further providing for organization of an authority.",0,,2023-12-14,"Act No. 46 of 2023",https://legiscan.com/PA/bill/HB666/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=666
1745649,2035,HB667,1,Introduced,2023-03-23,"In general powers and duties of the Department of Public Welfare, providing for Medically Tailored Meals Pilot Program and imposing duties on the Department of Human Services.","An Act amending the act of June 13, 1967 (P.L.31, No.21), known as the Human Services Code, in general powers and duties of the Department of Public Welfare, providing for Medically Tailored Meals Pilot Program and imposing duties on the Department of Human Services.",1791,"House Human Services",2023-03-23,"Referred to HUMAN SERVICES",https://legiscan.com/PA/bill/HB667/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=667
1745690,2035,HB668,2,Engrossed,2023-06-27,"In fostering independence through education, further providing for definitions, for fostering independence waiver program, for outreach and for report.","An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in fostering independence through education, further providing for definitions, for fostering independence waiver program, for outreach and for report.",72,"Senate Education",2023-07-06,"Referred to EDUCATION",https://legiscan.com/PA/bill/HB668/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=668
1745658,2035,HB669,1,Introduced,2023-03-23,"In hunting and furtaking, further providing for unlawful devices and methods; and, in hunting and furtaking licenses, further providing for denial or revocation of licenses and for period of revocation.","An Act amending Title 34 (Game) of the Pennsylvania Consolidated Statutes, in hunting and furtaking, further providing for unlawful devices and methods; and, in hunting and furtaking licenses, further providing for denial or revocation of licenses and for period of revocation.",48,"House Game & Fisheries",2023-03-23,"Referred to GAME AND FISHERIES",https://legiscan.com/PA/bill/HB669/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=669
1745829,2035,HB670,1,Introduced,2023-03-23,"In school finances, further providing for fiscal year.","An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in school finances, further providing for fiscal year.",44,"House Education",2023-03-23,"Referred to EDUCATION",https://legiscan.com/PA/bill/HB670/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=670
1745752,2035,HB671,1,Introduced,2023-03-23,"In powers of department and local authorities, providing for municipal response database.","An Act amending Title 75 (Vehicles) of the Pennsylvania Consolidated Statutes, in powers of department and local authorities, providing for municipal response database.",61,"House Transportation",2023-03-23,"Referred to TRANSPORTATION",https://legiscan.com/PA/bill/HB671/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=671
1745669,2035,HB672,1,Introduced,2023-03-23,"Providing for the disclosure of information by professionals unlicensed by the Commonwealth; imposing duties on the Attorney General; and imposing a penalty.","An Act providing for the disclosure of information by professionals unlicensed by the Commonwealth; imposing duties on the Attorney General; and imposing a penalty.",57,"House Professional Licensure",2024-03-19,"Re-referred to PROFESSIONAL LICENSURE",https://legiscan.com/PA/bill/HB672/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=672
1745568,2035,HB673,1,Introduced,2023-03-23,"In charter schools, further providing for applicability of other provisions of this act and of other acts and regulations relating to cyber charter schools.","An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in charter schools, further providing for applicability of other provisions of this act and of other acts and regulations relating to cyber charter schools.",44,"House Education",2023-03-23,"Referred to EDUCATION",https://legiscan.com/PA/bill/HB673/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=H&type=B&bn=673
